Wide(Inches),Weight(Pounds),Ram Size(GB),Ram Type,HDD,Processor,Battery(mAh),Camera(MP),Display,Label
14.5,4.68,4,DDR4,128GB,2.97,3306,1.2,LED,2
15.8,2.44,8,DDR3,512GB,2.9,2762,1.3,OLED,3
15.5,3.4,8,DDR4,128GB,3.73,3790,1.3,LED,4
10.3,1.14,4,DDR3,16GB,1.5,3588,3,AMOLED,5
4.6,0.132,2,DR2,16GB,1.8,2184,10,AMOLED,6
14.5,2.05,2,DR2,512GB,2.98,5008,2.1,AMOLED,1
14.5,4.69,2,DDR3,128GB,2.34,3005,1.3,LED,2
15.9,2.71,8,DDR4,256GB,2.39,4671,3.1,AMOLED,3
15.0,3.17,2,DDR4,1TB,3.85,3979,1.3,IPS-LCD,4
11.0,0.79,4,DDR3,64GB,1.8,3758,3,LTPS-SCREEN,5
5.2,0.15,2,DDR4,64GB,2.5,768,3,AMOLED,6
14.6,4.87,8,DDR3,512GB,3.47,5430,2.1,OLED,1
14.9,4.27,16,DDR4,256GB,2.54,3732,3.1,LTPS-SCREEN,2
15.8,2.86,2,DDR4,256GB,2.33,5107,1.2,OLED,3
14.7,2.9,16,DDR3,512GB,3.98,4760,4,AMOLED,4
11.6,0.76,2,DDR3,64GB,1.3,2833,4,IPS,5
4.2,0.172,16,DR2,128GB,1.3,3535,1.3,IPS-LCD,6
13.3,4.58,8,DR2,256GB,2.15,3692,4,OLED,1
14.0,4.18,8,DDR4,512GB,2.32,2864,4,IPS,2
15.9,2.32,16,DR2,256GB,3.42,3044,4,IPS,3
14.9,3.23,16,DDR4,512GB,4.24,4675,1.2,LED,4
10.6,1.55,4,DDR3,32GB,2.36,4135,2,IPS-LCD,5
4.7,0.132,2,DR2,16GB,1.5,2464,3,OLED,6
14.3,5.26,2,DDR4,128GB,2.87,3590,4,LED,1
14.0,5.57,2,DDR3,1TB,2.97,3794,3.1,LED,2
16.0,2.4,2,DR2,128GB,3.2,5140,1.9,LED,3
14.4,3.12,4,DDR4,1TB,4.14,4336,2.1,OLED,4
10.3,1.55,16,DDR3,64GB,1.8,2728,8,AMOLED,5
3.9,0.168,4,DDR4,64GB,2.96,1796,6,IPS,6
16.0,7.8,8,DDR4,512GB,3.09,3815,1.3,IPS,1
14.5,5.93,4,DDR4,1TB,2.89,3593,1.9,LTPS-SCREEN,2
15.7,2.59,16,DDR4,256GB,2.85,3456,1.3,LED,3
13.6,3.24,16,DDR4,512GB,4.36,3821,3.1,LED,4
11.3,0.75,4,DR2,32GB,1.3,2576,10,AMOLED,5
3.9,0.165,2,DR2,64GB,1.5,1661,4,IPS,6
14.1,3.6,8,DDR4,128GB,3.27,3204,4,IPS,1
14.6,4.68,16,DDR4,512GB,2.98,2880,1.3,IPS-LCD,2
15.7,2.56,16,DR2,512GB,3.09,5275,4,OLED,3
14.5,3.42,2,DDR3,256GB,4.31,4407,4,AMOLED,4
11.5,1.69,8,DDR4,64GB,1.5,3257,2,IPS-LCD,5
3.2,0.157,8,DDR3,32GB,1.5,2571,2,IPS,6
13.2,5.51,4,DDR3,1TB,1.92,5407,4,LTPS-SCREEN,1
14.8,4.8,4,DR2,1TB,2.95,3328,1.3,OLED,2
15.8,2.58,2,DDR4,1TB,2.5,5117,4,IPS-LCD,3
14.0,3.49,8,DR2,128GB,3.97,4370,1.2,IPS,4
10.2,1.13,8,DDR3,64GB,1.3,2659,3,AMOLED,5
4.2,0.159,2,DDR3,32GB,1.3,3035,16,LED,6
14.7,5.79,8,DDR4,256GB,3.35,4789,1.9,LTPS-SCREEN,1
15.5,4.94,4,DDR4,1TB,2.8,3773,3.1,AMOLED,2
15.8,2.89,2,DR2,512GB,2.43,2512,4,LED,3
13.9,3.3,4,DDR4,512GB,4.39,3899,2.1,IPS-LCD,4
11.5,1.06,8,DR2,32GB,2.36,3614,6,LTPS-SCREEN,5
4.6,0.165,16,DR2,64GB,1.5,2586,6,AMOLED,6
15.1,4.56,8,DDR3,256GB,3.17,3376,1.2,IPS-LCD,1
15.6,4.41,4,DDR3,1TB,2.48,3737,1.3,IPS,2
15.9,2.61,2,DDR3,128GB,2.99,5616,1.9,LED,3
14.0,3.62,16,DDR4,512GB,3.83,4871,1.3,IPS-LCD,4
10.2,1.44,16,DDR3,32GB,1.8,4767,1.3,OLED,5
3.8,0.161,8,DDR4,16GB,1.3,3830,6,OLED,6
13.5,4.2,4,DDR3,128GB,2.17,2703,2.1,IPS,1
15.3,5.47,4,DDR4,1TB,2.34,2512,2.1,LTPS-SCREEN,2
15.8,2.43,16,DDR4,128GB,3.17,5057,1.2,IPS,3
15.0,3.14,4,DR2,128GB,4.4,4264,1.9,AMOLED,4
10.3,1.69,8,DDR3,64GB,1.3,4891,4,LTPS-SCREEN,5
3.6,0.155,2,DDR3,32GB,2.96,1075,13,IPS,6
15.6,5.68,16,DR2,1TB,2.65,2096,1.9,IPS-LCD,1
14.4,4.77,16,DR2,1TB,2.83,3607,1.9,OLED,2
15.9,2.97,2,DR2,128GB,2.86,4362,2.1,OLED,3
14.2,3.09,8,DR2,1TB,4.44,4435,1.9,LTPS-SCREEN,4
10.0,1.15,8,DDR3,32GB,2.36,3176,6,LTPS-SCREEN,5
3.3,0.153,8,DDR3,64GB,2.96,2872,4,IPS,6
15.8,7.14,4,DDR3,1TB,1.91,3109,1.2,LED,1
15.0,5.41,8,DR2,512GB,2.44,2772,1.2,AMOLED,2
15.8,2.94,4,DR2,256GB,3.17,3647,1.9,AMOLED,3
14.0,3.18,16,DR2,512GB,4.47,4502,2.1,LTPS-SCREEN,4
11.3,0.77,2,DDR4,16GB,1.3,3753,1.3,IPS-LCD,5
3.2,0.181,8,DDR4,64GB,1.5,1164,12,AMOLED,6
14.5,2.19,8,DDR3,256GB,2.73,5851,4,IPS,1
14.5,5.57,2,DR2,256GB,2.66,3666,1.2,LED,2
16.0,2.72,4,DR2,128GB,3.34,4172,1.3,LTPS-SCREEN,3
14.5,3.63,16,DR2,256GB,4.05,4629,2.1,IPS-LCD,4
10.9,1.09,2,DDR3,64GB,1.5,4049,8,OLED,5
4.7,0.143,16,DR2,16GB,1.8,1054,48,AMOLED,6
13.2,3.41,4,DDR3,512GB,2.64,2214,1.2,LED,1
15.2,4.1,16,DDR4,1TB,2.87,3600,1.9,IPS-LCD,2
15.8,2.94,4,DDR3,512GB,2.48,4965,1.3,LED,3
15.5,3.74,2,DDR3,128GB,4.35,3751,3.1,LTPS-SCREEN,4
10.5,1.47,8,DDR4,32GB,1.8,4111,6,OLED,5
4.1,0.173,4,DDR3,32GB,1.3,3910,2,IPS,6
13.1,7.1,8,DDR3,512GB,2.32,4392,4,OLED,1
14.5,4.69,16,DR2,1TB,2.3,3305,1.3,IPS,2
15.8,2.77,8,DDR4,512GB,3.12,2994,1.2,AMOLED,3
14.9,3.09,4,DR2,128GB,3.76,4149,3.1,LED,4
11.2,1.04,4,DR2,32GB,1.8,3357,10,OLED,5
3.8,0.148,2,DDR3,64GB,2.5,1591,32,AMOLED,6
15.2,2.18,4,DDR4,512GB,2.7,3094,1.3,IPS-LCD,1
15.6,4.91,4,DDR4,512GB,2.47,2754,4,LTPS-SCREEN,2
15.8,2.92,2,DR2,1TB,3.23,2860,2.1,IPS-LCD,3
15.3,3.27,2,DDR4,1TB,4.1,4455,1.3,LED,4
11.5,0.71,16,DDR4,64GB,1.8,4199,8,LED,5
3.6,0.146,16,DDR4,128GB,2.5,1267,2,OLED,6
13.4,6.95,16,DDR3,256GB,2.27,5581,2.1,OLED,1
14.7,5.73,4,DDR3,1TB,2.79,3686,3.1,LED,2
15.9,2.38,16,DR2,1TB,2.34,5710,1.9,IPS-LCD,3
14.6,3.76,16,DDR4,256GB,3.8,4089,2.1,IPS-LCD,4
10.3,1.45,4,DDR3,32GB,1.5,4550,3,IPS,5
3.7,0.174,8,DDR4,64GB,2.96,1520,6,LED,6
13.8,4.03,16,DDR3,256GB,2.71,3890,1.3,IPS-LCD,1
15.4,5.04,8,DDR4,512GB,2.87,3858,1.3,AMOLED,2
16.0,2.94,8,DDR4,1TB,3.14,5276,2.1,LTPS-SCREEN,3
14.7,3.09,16,DDR3,128GB,4.15,3625,1.9,AMOLED,4
10.9,0.91,8,DDR4,32GB,1.5,2897,3,AMOLED,5
4.6,0.135,2,DR2,128GB,1.8,2264,48,IPS-LCD,6
15.2,2.2,16,DDR3,256GB,1.9,5331,4,IPS-LCD,1
14.5,4.8,8,DDR4,512GB,2.73,3625,2.1,OLED,2
15.8,2.45,2,DDR3,1TB,2.87,4573,1.9,IPS,3
14.4,3.54,8,DDR4,256GB,4.37,4780,4,IPS,4
11.9,1.65,16,DDR3,64GB,1.3,3810,13,OLED,5
3.9,0.161,4,DDR4,128GB,1.8,1733,48,OLED,6
13.5,7.32,4,DDR4,512GB,2.61,4083,1.2,IPS-LCD,1
14.3,4.81,4,DDR4,128GB,2.59,2521,1.9,AMOLED,2
15.7,2.53,16,DDR4,1TB,3.36,4298,1.2,IPS,3
15.3,3.07,2,DR2,512GB,3.86,4824,3.1,LTPS-SCREEN,4
11.0,0.75,2,DDR3,64GB,1.5,4953,12,IPS-LCD,5
5.2,0.19,2,DR2,16GB,2.96,2296,48,LED,6
15.5,2.0,4,DDR3,1TB,1.9,2707,1.3,AMOLED,1
14.5,4.05,4,DDR4,128GB,2.66,2777,1.3,IPS,2
15.9,2.93,16,DR2,128GB,3.14,3130,4,LTPS-SCREEN,3
14.7,3.33,16,DDR3,512GB,4.27,3715,4,IPS-LCD,4
11.3,1.6,4,DR2,32GB,1.5,3148,6,AMOLED,5
3.5,0.169,4,DDR4,64GB,1.3,2888,1.3,LTPS-SCREEN,6
16.0,7.04,8,DDR4,512GB,3.07,5127,1.9,IPS-LCD,1
14.4,4.02,4,DR2,256GB,2.58,3477,4,LTPS-SCREEN,2
15.8,2.62,4,DR2,256GB,3.39,3596,1.3,AMOLED,3
15.3,3.67,16,DR2,512GB,4.35,4740,1.3,IPS-LCD,4
10.6,1.13,16,DDR4,64GB,1.3,2822,6,IPS-LCD,5
4.4,0.154,8,DR2,64GB,2.96,3616,3,LED,6
15.1,7.9,16,DDR3,512GB,2.07,5875,1.9,OLED,1
14.2,5.47,2,DDR3,256GB,2.93,2598,1.9,AMOLED,2
15.6,2.32,16,DR2,256GB,2.66,5505,3.1,OLED,3
13.8,3.06,4,DR2,1TB,4.19,3729,3.1,IPS,4
11.3,1.74,8,DR2,16GB,1.5,3077,4,IPS-LCD,5
4.8,0.136,2,DDR3,128GB,2.5,976,16,IPS,6
15.2,4.46,16,DR2,1TB,3.48,4185,1.9,IPS-LCD,1
15.1,4.42,8,DR2,512GB,2.45,3033,1.9,IPS,2
15.9,2.48,8,DDR4,128GB,2.57,2962,3.1,AMOLED,3
15.4,3.15,2,DDR4,1TB,4.29,3944,2.1,IPS-LCD,4
10.0,1.31,16,DDR3,64GB,1.8,2733,6,IPS-LCD,5
4.5,0.189,8,DDR4,64GB,1.3,2521,108,IPS,6
14.6,7.83,8,DDR4,256GB,2.33,5135,3.1,IPS-LCD,1
14.7,5.8,2,DR2,256GB,2.56,2693,1.3,IPS,2
15.8,3.0,16,DDR4,256GB,3.13,2018,1.3,IPS,3
15.4,3.62,4,DDR3,512GB,4.1,4670,1.2,AMOLED,4
11.1,1.3,2,DDR4,32GB,1.3,3189,8,IPS-LCD,5
3.2,0.153,4,DR2,32GB,1.3,3364,108,LTPS-SCREEN,6
14.3,7.93,4,DDR3,512GB,2.59,2352,1.3,IPS,1
15.5,5.36,2,DR2,256GB,2.82,3354,4,IPS,2
15.9,2.75,8,DDR3,256GB,2.92,5505,4,LTPS-SCREEN,3
13.6,3.79,4,DDR3,1TB,4.09,4529,1.9,OLED,4
10.3,1.05,4,DR2,64GB,1.5,4337,12,OLED,5
3.3,0.146,16,DDR4,128GB,1.5,1972,16,OLED,6
14.4,3.89,2,DDR4,128GB,2.32,2633,1.9,IPS-LCD,1
15.5,4.03,16,DR2,128GB,2.31,2936,1.3,LTPS-SCREEN,2
15.8,2.41,16,DDR3,1TB,2.39,5839,3.1,OLED,3
14.6,3.14,8,DDR4,512GB,4.29,4959,1.3,LED,4
9.7,0.85,16,DDR3,16GB,2.36,3538,1.3,AMOLED,5
5.4,0.137,2,DDR3,64GB,2.36,2709,10,AMOLED,6
14.5,5.26,16,DR2,256GB,3.1,4985,1.9,IPS,1
15.4,5.12,4,DDR3,512GB,2.52,3052,2.1,IPS,2
15.8,2.69,8,DDR4,128GB,2.47,2951,4,OLED,3
14.2,3.35,2,DR2,128GB,3.98,4138,1.2,IPS,4
11.4,0.76,4,DR2,32GB,1.8,3360,8,LTPS-SCREEN,5
3.3,0.13,16,DR2,128GB,2.36,903,1.3,OLED,6
14.4,6.88,4,DDR3,1TB,2.2,5477,1.2,LTPS-SCREEN,1
14.3,4.01,2,DDR4,256GB,2.33,3855,1.3,LTPS-SCREEN,2
15.7,2.62,16,DDR3,1TB,3.06,4528,2.1,LED,3
14.5,3.14,2,DDR3,256GB,4.31,4261,4,LTPS-SCREEN,4
10.9,1.11,4,DR2,32GB,1.5,3871,12,IPS,5
3.1,0.16,16,DDR3,64GB,2.5,2970,3,AMOLED,6
13.3,7.75,4,DDR3,512GB,2.53,4527,2.1,IPS,1
14.5,4.99,16,DDR3,256GB,2.38,2682,1.3,LED,2
15.8,2.48,16,DDR3,128GB,2.37,5883,1.2,AMOLED,3
14.0,3.17,8,DDR3,1TB,4.33,3834,1.9,IPS,4
12.0,1.33,4,DDR4,64GB,1.5,2928,1.3,IPS,5
4.5,0.139,2,DR2,32GB,1.8,3261,10,IPS-LCD,6
13.5,4.37,4,DDR4,512GB,1.77,4844,1.3,LTPS-SCREEN,1
14.1,4.0,2,DDR4,128GB,2.86,2651,1.9,OLED,2
16.0,2.81,4,DDR3,256GB,2.34,5434,1.3,OLED,3
14.1,3.47,4,DDR3,128GB,4.37,4032,3.1,LTPS-SCREEN,4
9.7,1.48,8,DDR3,16GB,2.36,2706,4,AMOLED,5
3.4,0.137,16,DDR3,32GB,1.5,1475,13,IPS,6
13.8,6.03,8,DDR4,512GB,2.87,2034,1.2,IPS-LCD,1
15.2,5.99,2,DDR4,128GB,2.67,3878,1.3,LED,2
15.8,2.51,8,DDR3,1TB,3.36,3026,1.2,OLED,3
14.7,3.34,2,DDR4,1TB,4.2,4885,1.2,LED,4
11.7,1.48,8,DDR3,64GB,1.5,2674,1.3,AMOLED,5
3.6,0.173,2,DDR4,64GB,2.36,3991,108,IPS,6
15.3,3.69,4,DR2,1TB,2.58,4567,2.1,AMOLED,1
15.3,4.01,4,DDR3,512GB,2.61,3432,1.2,IPS-LCD,2
15.8,2.67,8,DR2,512GB,2.44,2329,4,LED,3
15.1,3.3,2,DR2,128GB,4.06,3904,4,IPS-LCD,4
10.7,1.75,16,DR2,32GB,1.3,4955,2,AMOLED,5
4.7,0.175,16,DDR3,16GB,1.5,745,4,OLED,6
13.2,4.9,16,DDR3,128GB,3.35,3722,3.1,LED,1
15.3,5.77,8,DR2,512GB,2.66,3253,1.3,LED,2
15.7,2.37,8,DR2,1TB,2.49,5481,1.2,LTPS-SCREEN,3
13.7,3.36,4,DR2,1TB,4.08,4324,1.3,LED,4
9.8,0.97,2,DDR4,64GB,1.5,2600,4,LED,5
5.5,0.163,16,DDR3,32GB,1.8,2738,108,LTPS-SCREEN,6
15.0,5.44,4,DDR3,1TB,3.01,4812,1.2,LED,1
15.0,5.6,16,DDR3,1TB,2.57,2753,1.3,LTPS-SCREEN,2
15.8,2.73,8,DR2,128GB,3.25,4640,1.2,LTPS-SCREEN,3
14.1,3.69,16,DDR3,256GB,4.22,4002,1.9,OLED,4
10.4,0.85,16,DDR4,64GB,1.5,3644,2,LTPS-SCREEN,5
3.3,0.144,16,DDR4,16GB,2.5,1495,1.3,AMOLED,6
15.0,6.6,4,DDR3,128GB,2.24,2926,1.3,LTPS-SCREEN,1
15.5,5.43,4,DDR4,512GB,2.98,3620,1.2,AMOLED,2
15.9,2.37,16,DR2,128GB,3.18,5891,1.2,LTPS-SCREEN,3
13.8,3.07,8,DDR3,128GB,3.88,4606,4,LED,4
10.4,1.8,2,DR2,32GB,2.36,3981,8,IPS-LCD,5
3.4,0.156,8,DDR3,128GB,1.8,3661,2,LED,6
14.1,6.75,4,DDR4,1TB,2.85,3184,4,IPS,1
14.0,5.62,16,DR2,512GB,2.44,3264,1.2,LTPS-SCREEN,2
15.9,2.96,2,DR2,1TB,3.35,2831,1.2,IPS,3
14.7,3.15,4,DR2,1TB,3.85,4418,3.1,AMOLED,4
10.9,0.79,16,DDR3,64GB,1.8,4761,12,IPS-LCD,5
4.5,0.169,4,DDR3,128GB,1.3,1639,32,AMOLED,6
13.7,5.26,8,DDR3,256GB,2.74,4747,3.1,IPS,1
14.0,4.1,8,DDR4,256GB,2.9,2748,1.2,LTPS-SCREEN,2
15.9,2.89,4,DDR4,128GB,2.66,3591,4,LED,3
15.1,3.51,4,DDR3,128GB,4.25,4864,1.9,LED,4
11.7,1.2,4,DDR3,16GB,2.36,4160,2,IPS,5
5.4,0.133,8,DDR3,16GB,1.5,1334,6,OLED,6
15.6,2.89,8,DR2,512GB,2.11,3539,4,LTPS-SCREEN,1
15.5,5.54,2,DDR3,256GB,2.36,3558,1.9,IPS,2
15.8,2.84,2,DR2,512GB,3.33,2613,1.9,AMOLED,3
14.8,3.04,8,DDR3,256GB,4.24,4108,2.1,IPS,4
10.8,1.67,4,DDR3,32GB,1.8,4448,1.3,LED,5
5.3,0.177,16,DR2,64GB,2.36,1279,12,LTPS-SCREEN,6
13.5,3.74,4,DR2,128GB,2.56,2633,1.3,LED,1
14.9,4.69,2,DDR3,1TB,2.43,2852,3.1,AMOLED,2
15.9,2.35,8,DDR4,128GB,2.76,2548,3.1,LTPS-SCREEN,3
13.6,3.38,4,DR2,256GB,3.96,4368,1.2,AMOLED,4
11.9,0.97,8,DR2,16GB,2.36,2557,12,OLED,5
3.1,0.183,16,DR2,32GB,1.5,2822,10,LED,6
15.3,4.94,8,DDR3,1TB,2.03,2877,4,OLED,1
14.6,5.74,4,DDR4,256GB,2.94,3195,1.2,IPS-LCD,2
15.9,2.93,2,DDR3,1TB,2.76,3735,1.2,AMOLED,3
14.5,3.33,8,DDR3,1TB,3.72,4208,2.1,IPS,4
10.7,1.07,8,DDR4,64GB,1.5,4249,1.3,LED,5
4.4,0.178,16,DDR4,64GB,1.3,1864,12,LED,6
13.8,3.05,4,DDR4,256GB,1.84,4858,3.1,AMOLED,1
14.3,5.54,2,DR2,1TB,2.56,3546,3.1,AMOLED,2
15.6,2.66,16,DDR3,128GB,2.84,4118,1.2,IPS,3
14.9,3.45,4,DDR3,256GB,4.12,3805,1.3,AMOLED,4
9.7,1.77,16,DDR4,32GB,2.36,3881,8,OLED,5
5.0,0.158,16,DDR3,16GB,2.96,843,13,AMOLED,6
14.9,3.96,2,DR2,256GB,2.97,4459,2.1,IPS-LCD,1
14.9,4.87,8,DR2,1TB,2.62,3806,2.1,IPS,2
15.6,2.76,16,DR2,256GB,2.87,2306,2.1,LTPS-SCREEN,3
14.6,2.95,16,DDR4,1TB,4.48,4264,1.2,IPS-LCD,4
10.5,1.18,4,DR2,64GB,1.5,4340,6,IPS,5
3.1,0.168,8,DR2,32GB,1.5,1354,48,LTPS-SCREEN,6
15.1,4.12,8,DDR3,512GB,3.3,4451,1.2,OLED,1
14.5,4.72,2,DR2,128GB,2.92,3908,2.1,IPS-LCD,2
16.0,2.97,8,DDR3,1TB,3.31,4095,1.3,IPS,3
14.6,3.75,16,DR2,128GB,4.14,4302,1.9,LTPS-SCREEN,4
11.1,0.82,8,DR2,64GB,1.3,4518,13,IPS-LCD,5
4.4,0.159,16,DDR3,32GB,2.5,1284,8,LED,6
15.0,5.4,16,DDR3,512GB,1.9,4985,1.9,IPS-LCD,1
14.5,5.5,16,DR2,512GB,2.45,2741,1.9,IPS,2
15.8,2.86,4,DDR4,512GB,2.48,3727,4,IPS-LCD,3
14.0,3.57,2,DDR4,1TB,3.82,4164,1.3,IPS,4
9.9,1.65,16,DR2,64GB,1.3,2528,12,AMOLED,5
4.8,0.18,8,DDR3,64GB,2.5,825,108,IPS,6
15.0,4.33,4,DR2,128GB,1.84,4997,2.1,AMOLED,1
14.8,4.04,4,DDR4,512GB,2.49,2563,2.1,LTPS-SCREEN,2
15.9,2.98,8,DDR3,128GB,3.14,2996,4,OLED,3
14.1,2.94,8,DDR4,1TB,3.89,4256,4,LED,4
10.1,1.61,16,DDR4,32GB,1.5,2586,1.3,OLED,5
3.2,0.179,8,DDR3,32GB,2.5,1587,12,IPS,6
14.1,7.46,16,DDR3,512GB,3.22,2175,1.9,IPS-LCD,1
15.6,5.1,16,DDR3,1TB,2.46,2606,4,LED,2
15.7,3.0,2,DDR3,128GB,2.9,3432,3.1,LTPS-SCREEN,3
14.3,3.61,16,DDR4,512GB,4.04,4686,1.9,OLED,4
11.1,1.7,16,DDR3,64GB,1.3,3782,13,LED,5
3.5,0.155,2,DDR4,16GB,2.5,2472,12,IPS,6
13.6,5.55,2,DDR4,256GB,2.31,3444,4,AMOLED,1
14.3,4.61,4,DDR4,512GB,2.9,3423,2.1,OLED,2
15.8,2.56,2,DDR3,256GB,2.84,5835,1.3,LED,3
13.7,3.61,4,DDR3,512GB,3.76,3882,3.1,OLED,4
11.9,0.74,2,DDR3,32GB,2.36,3273,1.3,IPS,5
4.7,0.184,2,DR2,32GB,1.8,1082,12,LTPS-SCREEN,6
15.7,3.51,16,DR2,1TB,2.22,3753,1.9,IPS-LCD,1
14.6,5.01,2,DDR3,256GB,2.57,2851,1.9,OLED,2
15.6,2.75,8,DR2,1TB,2.61,4245,3.1,IPS,3
13.7,2.94,4,DDR4,128GB,4.34,4125,3.1,OLED,4
10.2,1.24,4,DDR4,32GB,1.5,4926,6,OLED,5
4.1,0.161,16,DDR4,32GB,1.3,924,4,LTPS-SCREEN,6
13.6,5.87,4,DDR4,512GB,2.21,4917,2.1,IPS-LCD,1
15.2,4.07,8,DDR4,1TB,2.32,3417,3.1,LED,2
15.7,2.5,8,DR2,1TB,2.96,3286,2.1,LTPS-SCREEN,3
14.0,3.25,8,DDR4,256GB,3.99,4214,2.1,OLED,4
9.8,1.06,4,DDR3,16GB,2.36,4929,3,AMOLED,5
4.1,0.149,4,DDR4,128GB,1.5,2627,8,AMOLED,6
14.7,4.96,4,DDR4,1TB,3.08,4120,2.1,IPS-LCD,1
15.0,5.95,8,DDR3,256GB,2.37,3965,3.1,OLED,2
15.7,2.33,4,DDR4,512GB,2.51,3899,3.1,LED,3
14.8,3.52,4,DDR3,256GB,3.97,4200,1.9,IPS-LCD,4
11.3,0.85,16,DR2,64GB,1.5,2506,12,OLED,5
4.9,0.186,8,DDR4,32GB,2.96,1569,2,LED,6
14.1,6.03,8,DDR3,512GB,2.99,4741,3.1,IPS-LCD,1
14.4,5.95,2,DR2,512GB,2.74,3003,1.2,LED,2
15.7,2.4,4,DDR3,256GB,3.2,3784,2.1,IPS,3
14.3,2.99,16,DDR4,512GB,4.35,4026,1.2,AMOLED,4
11.8,1.03,4,DDR3,64GB,2.36,3048,12,IPS,5
3.8,0.149,8,DR2,16GB,1.5,3083,16,AMOLED,6
15.0,3.76,16,DDR3,1TB,1.89,5300,1.9,AMOLED,1
14.1,4.81,16,DR2,256GB,2.88,2889,4,AMOLED,2
15.9,2.39,2,DR2,128GB,2.8,4007,4,LTPS-SCREEN,3
13.6,3.79,16,DDR4,128GB,4.02,4920,3.1,OLED,4
11.7,1.27,8,DR2,32GB,1.8,3801,6,AMOLED,5
5.5,0.189,4,DDR3,128GB,2.5,3983,10,OLED,6
14.0,6.76,8,DDR4,1TB,2.47,4383,1.3,AMOLED,1
14.5,4.11,16,DR2,256GB,2.74,3648,2.1,AMOLED,2
15.7,2.32,2,DDR3,128GB,3.22,3918,1.9,IPS,3
14.6,3.79,16,DDR4,512GB,4.11,3975,3.1,IPS-LCD,4
11.7,1.04,2,DDR3,64GB,2.36,3711,1.3,IPS,5
4.1,0.186,8,DR2,32GB,1.8,3702,108,OLED,6
15.3,6.57,8,DDR4,512GB,2.24,3627,4,LED,1
14.1,5.37,8,DR2,512GB,2.41,3603,2.1,OLED,2
16.0,2.33,8,DDR3,512GB,3.24,4565,2.1,IPS-LCD,3
15.1,3.55,2,DDR3,256GB,3.96,4531,4,OLED,4
10.5,1.64,2,DR2,32GB,1.5,2640,10,IPS,5
4.5,0.17,16,DDR3,128GB,1.8,2101,6,LED,6
13.4,7.13,4,DDR3,256GB,2.1,4566,4,OLED,1
14.4,4.68,2,DR2,256GB,2.53,3546,4,LTPS-SCREEN,2
15.9,2.6,4,DDR3,256GB,2.49,4110,1.3,AMOLED,3
14.5,3.24,2,DDR4,1TB,3.86,4153,4,IPS,4
11.6,1.25,4,DDR4,16GB,1.8,3016,3,LED,5
4.7,0.137,16,DDR4,32GB,2.5,2992,1.3,IPS-LCD,6
14.5,6.29,4,DR2,256GB,1.73,4289,1.9,AMOLED,1
15.3,5.07,16,DDR3,256GB,2.77,3796,1.2,LED,2
15.9,2.83,2,DDR4,128GB,3.42,4499,1.3,LED,3
13.9,3.42,2,DR2,512GB,4.21,4252,4,IPS-LCD,4
11.4,1.37,4,DDR4,64GB,2.36,3445,2,IPS,5
3.1,0.177,16,DDR4,64GB,2.5,3273,13,OLED,6
13.9,3.86,16,DR2,1TB,2.5,4277,3.1,LED,1
15.3,5.2,8,DDR4,512GB,2.46,3111,1.9,IPS-LCD,2
15.7,2.79,16,DDR4,128GB,3.11,4145,1.9,OLED,3
14.8,3.03,4,DR2,1TB,4.04,4555,3.1,LTPS-SCREEN,4
11.5,1.16,2,DDR3,32GB,1.5,3170,3,OLED,5
3.7,0.17,16,DDR4,64GB,2.96,1190,32,OLED,6
13.4,4.51,8,DDR3,1TB,1.97,3403,1.9,OLED,1
15.0,5.09,16,DDR3,512GB,2.34,2675,1.2,AMOLED,2
15.7,2.39,4,DDR3,128GB,2.87,2816,1.2,IPS,3
14.6,3.1,16,DDR4,1TB,4.04,3935,1.3,LTPS-SCREEN,4
11.0,1.33,2,DDR4,16GB,1.3,4197,3,IPS-LCD,5
3.2,0.16,16,DR2,64GB,1.3,3957,32,AMOLED,6
14.7,2.92,16,DDR3,128GB,2.5,5026,3.1,AMOLED,1
14.5,4.61,8,DR2,1TB,2.68,2940,2.1,OLED,2
15.9,2.36,16,DR2,1TB,3.42,4499,3.1,LTPS-SCREEN,3
15.4,3.34,16,DDR4,512GB,4.1,3604,2.1,OLED,4
11.2,1.11,8,DDR3,16GB,2.36,4023,13,LED,5
3.7,0.189,8,DDR4,32GB,1.3,762,10,AMOLED,6
15.7,6.84,8,DDR4,512GB,3.0,5403,1.2,IPS-LCD,1
14.5,5.39,4,DDR3,512GB,2.49,3598,4,LTPS-SCREEN,2
15.9,2.61,8,DDR4,1TB,3.49,2821,1.3,IPS-LCD,3
14.1,3.08,16,DR2,512GB,4.15,4246,2.1,LTPS-SCREEN,4
10.0,1.46,16,DR2,16GB,1.3,4833,12,AMOLED,5
3.9,0.183,8,DDR4,16GB,1.8,3285,13,IPS,6
13.4,6.43,4,DDR3,512GB,2.5,3743,1.2,AMOLED,1
14.1,5.15,16,DDR3,512GB,2.61,3809,4,IPS,2
16.0,2.92,2,DDR4,256GB,2.83,5471,1.2,LED,3
14.2,3.21,4,DDR4,256GB,4.1,3901,1.2,LTPS-SCREEN,4
11.7,1.38,8,DR2,32GB,1.8,4122,13,IPS-LCD,5
4.8,0.147,2,DDR3,64GB,2.36,1772,1.3,IPS,6
15.4,3.29,4,DDR3,256GB,1.96,5658,2.1,AMOLED,1
15.1,4.2,2,DR2,512GB,2.61,3987,4,OLED,2
